"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"25.12.2015","700,15","699,80","700,44","698,70","-0,03%"
"24.12.2015","700,33","698,30","703,25","697,10","0,20%"
"23.12.2015","698,90","696,70","700,59","692,90","0,26%"
"22.12.2015","697,10","692,30","698,19","688,80","0,63%"
"21.12.2015","692,76","698,60","699,55","689,70","-0,89%"
"18.12.2015","698,95","706,40","708,91","697,70","-1,12%"
"17.12.2015","706,90","705,50","710,55","702,50","0,13%"
"16.12.2015","705,99","710,20","713,51","704,75","-0,66%"
"15.12.2015","710,65","711,80","712,95","707,60","-0,32%"
"14.12.2015","712,90","708,80","713,00","708,50","0,50%"
"11.12.2015","709,35","704,85","710,35","703,50","0,62%"
"10.12.2015","705,00","703,98","705,97","701,60","0,09%"
"09.12.2015","704,40","706,13","708,50","700,38","-0,22%"
"08.12.2015","705,92","706,20","711,51","705,40","-0,08%"
"07.12.2015","706,46","700,10","707,52","700,00","0,79%"
"04.12.2015","700,90","700,69","703,23","698,40","-0,05%"
"03.12.2015","701,28","703,50","705,43","697,17","-0,41%"
"02.12.2015","704,17","702,40","704,85","701,10","0,17%"
"01.12.2015","703,00","710,20","710,80","701,90","-1,07%"
"30.11.2015","710,62","714,00","714,50","709,15","-0,74%"
"27.11.2015","715,90","713,85","715,90","710,60","0,27%"
"26.11.2015","714,00","712,90","714,33","709,60","0,10%"
"25.11.2015","713,30","712,10","715,90","710,40","0,20%"
"24.11.2015","711,85","715,60","715,75","707,50","-0,57%"
"23.11.2015","715,95","712,10","718,05","710,60","0,35%"
"20.11.2015","713,45","710,60","713,45","707,40","0,33%"
"19.11.2015","711,10","714,30","715,15","709,20","-0,52%"
"18.11.2015","714,83","711,20","715,85","710,50","0,46%"
"17.11.2015","711,58","712,00","714,80","707,80","-0,15%"
"16.11.2015","712,62","704,80","714,06","704,80","0,97%"
"13.11.2015","705,75","701,30","707,50","701,20","0,56%"
"12.11.2015","701,85","697,20","705,39","697,20","0,42%"
"11.11.2015","698,90","699,50","701,09","696,70","-0,17%"
"10.11.2015","700,10","701,60","706,00","698,80","-0,30%"
"09.11.2015","702,20","697,40","703,60","696,99","0,62%"
"06.11.2015","697,85","694,85","700,15","693,50","0,48%"
"05.11.2015","694,55","692,51","695,09","691,20","0,35%"
"04.11.2015","692,10","688,40","692,86","686,20","0,48%"
"03.11.2015","688,80","691,00","693,72","686,50","-0,40%"
"02.11.2015","691,55","691,00","694,40","690,30","-0,02%"
"30.10.2015","691,70","688,50","692,90","685,50","0,40%"
"29.10.2015","688,95","687,20","692,99","687,04","0,17%"
"28.10.2015","687,80","687,30","690,67","684,57","-0,01%"
"27.10.2015","687,90","687,50","690,25","684,74","-0,01%"
"26.10.2015","688,00","685,80","690,20","682,60","0,23%"
"23.10.2015","686,40","688,60","690,55","683,20","-0,38%"
"22.10.2015","689,05","692,70","693,92","687,10","-0,58%"
"21.10.2015","693,10","687,30","695,09","687,20","0,78%"
"20.10.2015","687,75","679,60","689,11","678,40","1,11%"
"19.10.2015","680,20","674,09","681,77","674,09","0,76%"
"16.10.2015","675,10","673,40","675,70","670,90","0,16%"
"15.10.2015","674,00","679,33","681,92","673,20","-0,85%"
"14.10.2015","679,80","683,30","684,05","678,08","-0,58%"
"13.10.2015","683,75","675,60","685,27","674,87","1,13%"
"12.10.2015","676,10","677,50","677,75","675,60","0,00%"
"09.10.2015","676,10","677,30","679,23","670,25","-0,21%"
"08.10.2015","677,55","679,65","685,95","676,90","-0,27%"
"07.10.2015","679,39","680,30","681,47","674,80","-0,21%"
"06.10.2015","680,80","682,70","685,05","678,20","-0,34%"
"05.10.2015","683,10","688,40","689,46","681,00","-0,85%"
"02.10.2015","688,95","696,69","698,65","687,90","-1,03%"
"01.10.2015","696,10","695,60","697,24","692,12","-0,04%"
"30.09.2015","696,35","703,50","704,00","694,90","-1,10%"
"29.09.2015","704,10","705,80","707,15","701,90","-0,29%"
"28.09.2015","706,17","700,20","708,33","700,10","0,78%"
"25.09.2015","700,70","696,40","702,58","691,40","0,52%"
"24.09.2015","697,05","703,10","710,25","695,45","-0,95%"
"23.09.2015","703,70","697,90","704,84","695,20","0,75%"
"22.09.2015","698,45","684,43","699,85","683,50","1,99%"
"21.09.2015","684,82","678,40","685,93","675,30","0,86%"
"18.09.2015","679,00","673,45","680,85","671,72","0,82%"
"17.09.2015","673,50","676,10","679,84","672,30","-0,49%"
"16.09.2015","676,80","683,40","685,75","675,30","-1,06%"
"15.09.2015","684,05","687,85","688,70","682,80","-0,59%"
"14.09.2015","688,08","687,73","691,53","686,12","0,02%"
"11.09.2015","687,94","685,11","688,54","678,67","0,39%"
"10.09.2015","685,25","690,53","694,58","683,19","-0,79%"
"09.09.2015","690,74","690,53","692,14","685,80","-0,05%"
"08.09.2015","691,07","693,55","695,54","685,00","-0,46%"
"07.09.2015","694,29","692,20","695,93","689,70","0,27%"
"04.09.2015","692,44","688,80","693,38","687,40","0,48%"
"03.09.2015","689,12","689,20","691,25","685,70","-0,09%"
"02.09.2015","689,73","692,45","692,98","683,50","-0,41%"
"01.09.2015","692,58","692,57","697,45","686,50","-0,04%"
"31.08.2015","692,87","691,07","699,03","690,90","0,25%"
"28.08.2015","691,14","693,56","695,88","685,52","-0,38%"
"27.08.2015","693,78","704,34","705,35","692,28","-1,57%"
"26.08.2015","704,82","706,06","709,25","702,40","-0,19%"
"25.08.2015","706,19","704,31","706,31","695,30","0,25%"
"24.08.2015","704,45","697,73","708,88","697,73","0,91%"
"21.08.2015","698,12","688,35","698,38","688,20","1,37%"
"20.08.2015","688,66","693,17","698,36","687,07","-0,76%"
"19.08.2015","693,91","693,59","699,24","690,40","-0,00%"
"18.08.2015","693,94","691,15","699,75","690,00","0,39%"
"17.08.2015","691,27","684,31","691,48","684,31","0,91%"
"14.08.2015","685,04","685,80","686,94","681,96","-0,03%"
"13.08.2015","685,25","683,43","686,67","682,22","0,21%"
"12.08.2015","683,80","681,48","684,22","679,00","0,33%"
"11.08.2015","681,54","672,10","681,86","672,10","1,22%"
"10.08.2015","673,33","677,80","680,62","671,90","-0,75%"
"07.08.2015","678,40","678,20","682,87","674,35","-0,13%"
"06.08.2015","679,26","681,20","686,56","677,60","-0,37%"
"05.08.2015","681,75","681,90","684,70","679,60","-0,10%"
"04.08.2015","682,45","679,80","684,40","674,82","0,32%"
"03.08.2015","680,30","674,00","681,35","673,68","0,90%"
"31.07.2015","674,25","671,58","674,78","667,90","0,35%"
"30.07.2015","671,89","666,22","674,21","665,70","0,78%"
"29.07.2015","666,66","665,20","667,69","662,70","0,16%"
"28.07.2015","665,60","665,76","667,60","661,70","-0,05%"
"27.07.2015","665,93","660,40","667,67","660,19","0,78%"
"24.07.2015","660,80","656,40","662,59","656,10","0,60%"
"23.07.2015","656,85","653,30","658,25","651,59","0,44%"
"22.07.2015","653,98","650,80","656,79","650,40","0,40%"
"21.07.2015","651,40","649,40","653,65","645,45","0,25%"
"20.07.2015","649,75","645,25","650,72","644,55","0,57%"
"17.07.2015","646,05","642,53","647,00","642,00","0,52%"
"16.07.2015","642,72","642,80","644,68","640,50","-0,07%"
"15.07.2015","643,14","641,25","645,14","641,00","0,24%"
"14.07.2015","641,62","642,90","645,48","640,64","-0,25%"
"13.07.2015","643,20","647,10","649,80","642,00","-0,69%"
"10.07.2015","647,67","645,55","648,28","642,27","0,21%"
"09.07.2015","646,30","651,86","652,34","644,92","-0,90%"
"08.07.2015","652,16","649,30","655,12","646,90","0,41%"
"07.07.2015","649,50","641,25","649,72","640,80","1,23%"
"06.07.2015","641,62","636,76","643,08","636,49","0,72%"
"03.07.2015","637,01","634,49","637,95","634,20","0,32%"
"02.07.2015","635,00","638,10","641,25","633,20","-0,60%"
"01.07.2015","638,85","639,08","640,34","637,00","-0,07%"
"30.06.2015","639,27","639,44","640,27","637,75","-0,13%"
"29.06.2015","640,12","634,90","640,17","634,50","0,74%"
"26.06.2015","635,40","630,90","636,33","630,50","0,64%"
"25.06.2015","631,35","632,70","633,63","629,74","-0,28%"
"24.06.2015","633,15","633,00","634,33","630,60","0,02%"
"23.06.2015","633,05","631,40","636,38","630,30","0,21%"
"22.06.2015","631,70","632,30","633,49","627,07","-0,17%"
"19.06.2015","632,75","628,70","635,21","628,60","0,56%"
"18.06.2015","629,25","634,00","634,55","626,25","-0,77%"
"17.06.2015","634,12","635,20","639,38","633,30","-0,22%"
"16.06.2015","635,52","633,70","636,94","630,60","0,22%"
"15.06.2015","634,10","631,00","635,60","630,40","0,44%"
"12.06.2015","631,30","629,90","633,15","629,20","0,13%"
"11.06.2015","630,47","631,00","635,33","628,90","-0,13%"
"10.06.2015","631,32","624,80","632,12","619,60","0,95%"
"09.06.2015","625,40","630,40","631,03","623,90","-0,87%"
"08.06.2015","630,90","635,80","637,30","629,40","-0,88%"
"05.06.2015","636,50","628,10","638,50","628,10","1,27%"
"04.06.2015","628,54","627,30","629,71","625,70","0,15%"
"03.06.2015","627,62","621,90","628,61","621,60","0,86%"
"02.06.2015","622,25","623,70","624,36","619,50","-0,30%"
"01.06.2015","624,13","617,70","625,20","617,30","0,99%"
"29.05.2015","618,03","615,90","619,72","613,20","0,31%"
"28.05.2015","616,12","614,25","618,62","614,25","0,19%"
"27.05.2015","614,95","613,70","617,97","612,60","0,27%"
"26.05.2015","613,30","610,70","614,40","610,30","0,39%"
"25.05.2015","610,90","607,70","611,53","607,60","0,43%"
"22.05.2015","608,30","603,50","608,80","603,50","0,71%"
"21.05.2015","604,00","603,50","604,80","602,40","-0,02%"
"20.05.2015","604,10","603,60","607,07","602,90","0,00%"
"19.05.2015","604,10","599,80","605,27","599,30","0,67%"
"18.05.2015","600,08","596,70","601,08","594,60","0,45%"
"15.05.2015","597,42","594,20","598,80","592,50","0,47%"
"14.05.2015","594,60","602,20","603,58","593,28","-1,34%"
"13.05.2015","602,65","603,60","605,00","597,35","-0,24%"
"12.05.2015","604,08","609,50","611,62","602,80","-1,01%"
"11.05.2015","610,23","604,70","611,59","603,10","0,87%"
"08.05.2015","604,95","609,00","610,35","602,47","-0,75%"
"07.05.2015","609,53","611,50","613,37","607,50","-0,45%"
"06.05.2015","612,30","609,40","612,77","605,70","0,39%"
"05.05.2015","609,90","613,80","615,50","608,60","-0,77%"
"04.05.2015","614,61","611,40","617,08","611,03","0,46%"
"01.05.2015","611,78","611,40","613,65","610,45","0,00%"
"30.04.2015","611,75","608,90","613,54","606,94","0,37%"
"29.04.2015","609,50","606,00","610,58","604,38","0,46%"
"28.04.2015","606,70","610,20","611,10","603,86","-0,62%"
"27.04.2015","610,50","612,90","614,24","608,19","-0,41%"
"24.04.2015","613,00","614,40","616,47","611,25","-0,29%"
"23.04.2015","614,80","618,50","620,93","613,55","-0,70%"
"22.04.2015","619,12","615,90","620,10","614,54","0,45%"
"21.04.2015","616,33","615,90","617,90","614,20","-0,02%"
"20.04.2015","616,45","611,10","617,27","611,00","0,80%"
"17.04.2015","611,57","610,00","615,30","609,35","0,17%"
"16.04.2015","610,52","612,70","614,12","609,20","-0,46%"
"15.04.2015","613,36","613,20","618,72","611,97","-0,04%"
"14.04.2015","613,60","616,40","617,89","611,47","-0,49%"
"13.04.2015","616,65","619,00","623,58","614,60","-0,46%"
"10.04.2015","619,50","616,00","621,25","615,20","0,50%"
"09.04.2015","616,40","611,10","617,30","609,70","0,78%"
"08.04.2015","611,60","609,40","613,35","608,30","0,26%"
"07.04.2015","610,03","611,40","614,12","608,60","-0,26%"
"06.04.2015","611,65","614,70","615,44","607,92","-0,58%"
"03.04.2015","615,20","614,70","616,10","613,95","-0,02%"
"02.04.2015","615,30","617,20","618,45","611,96","-0,37%"
"01.04.2015","617,60","623,90","625,35","615,70","-1,10%"
"31.03.2015","624,50","626,14","630,35","621,90","-0,38%"
"30.03.2015","626,89","622,59","629,27","622,59","0,59%"
"27.03.2015","623,24","622,60","624,50","621,30","0,04%"
"26.03.2015","623,00","620,40","623,88","617,85","0,31%"
"25.03.2015","621,06","621,80","623,52","617,78","-0,18%"
"24.03.2015","622,20","623,80","625,75","620,55","-0,32%"
"23.03.2015","624,20","631,30","632,25","623,30","-1,19%"
"20.03.2015","631,70","639,63","641,25","630,03","-1,36%"
"19.03.2015","640,38","635,70","641,31","635,20","0,69%"
"18.03.2015","636,00","640,70","643,73","635,30","-0,82%"
"17.03.2015","641,29","640,40","642,71","640,00","0,08%"
"16.03.2015","640,79","639,50","641,80","636,80","0,12%"
"13.03.2015","640,00","633,60","641,02","633,60","0,94%"
"12.03.2015","634,05","637,25","638,63","630,20","-0,63%"
"11.03.2015","638,05","635,00","639,82","635,00","0,38%"
"10.03.2015","635,65","627,50","636,57","627,50","1,20%"
"09.03.2015","628,10","625,00","630,38","624,80","0,40%"
"06.03.2015","625,62","619,70","628,23","619,60","0,83%"
"05.03.2015","620,45","618,20","623,10","617,95","0,26%"
"04.03.2015","618,87","616,35","621,36","616,35","0,29%"
"03.03.2015","617,10","615,70","619,75","615,70","0,11%"
"02.03.2015","616,45","616,97","619,45","615,70","-0,15%"
"27.02.2015","617,36","618,95","621,97","616,24","-0,38%"
"26.02.2015","619,70","616,75","620,55","614,40","0,42%"
"25.02.2015","617,12","618,77","620,74","616,60","-0,27%"
"24.02.2015","618,80","622,41","625,82","618,30","-0,68%"
"23.02.2015","623,06","615,80","624,30","615,50","1,17%"
"20.02.2015","615,85","619,00","619,45","614,55","-0,61%"
"19.02.2015","619,65","619,40","623,77","617,11","-0,02%"
"18.02.2015","619,77","619,58","622,70","618,50","-0,20%"
"17.02.2015","621,00","621,50","622,31","617,03","-0,10%"
"16.02.2015","621,60","618,40","622,20","616,75","0,46%"
"13.02.2015","618,75","622,48","623,95","617,25","-0,51%"
"12.02.2015","621,92","629,88","630,06","621,55","-1,28%"
"11.02.2015","629,98","626,21","631,89","625,60","0,56%"
"10.02.2015","626,48","623,90","627,32","623,75","0,34%"
"09.02.2015","624,33","627,25","628,42","623,14","-0,54%"
"06.02.2015","627,75","623,50","628,62","619,38","0,62%"
"05.02.2015","623,88","626,50","627,51","622,50","-0,47%"
"04.02.2015","626,85","625,32","628,05","624,25","0,20%"
"03.02.2015","625,57","629,65","629,99","624,25","-0,70%"
"02.02.2015","630,00","632,83","634,00","629,40","-0,57%"
"30.01.2015","633,58","627,14","635,40","627,14","0,95%"
"29.01.2015","627,64","622,15","628,30","622,15","0,79%"
"28.01.2015","622,74","623,00","624,69","620,37","-0,10%"
"27.01.2015","623,38","623,08","624,99","621,40","-0,01%"
"26.01.2015","623,42","625,65","628,14","622,23","-0,33%"
"23.01.2015","625,50","624,00","628,40","624,00","0,16%"
"22.01.2015","624,50","627,66","628,90","622,60","-0,58%"
"21.01.2015","628,16","628,25","630,30","626,35","-0,11%"
"20.01.2015","628,87","628,00","630,35","624,70","0,12%"
"19.01.2015","628,10","627,70","630,00","627,20","0,04%"
"16.01.2015","627,88","625,02","629,79","623,95","0,38%"
"15.01.2015","625,52","625,33","626,71","620,52","-0,05%"
"14.01.2015","625,83","618,98","627,38","618,65","1,03%"
"13.01.2015","619,48","616,25","621,25","615,15","0,48%"
"12.01.2015","616,52","613,99","618,15","613,99","0,33%"
"09.01.2015","614,49","612,58","615,95","612,55","0,27%"
"08.01.2015","612,86","613,60","615,48","611,20","-0,21%"
"07.01.2015","614,14","616,00","616,85","613,25","-0,37%"
"06.01.2015","616,45","617,27","619,15","613,38","-0,15%"
"05.01.2015","617,35","613,13","618,40","613,13","0,61%"
"02.01.2015","613,63","606,20","615,23","606,00","1,18%"
"01.01.2015","606,50","606,40","606,70","605,90","-0,07%"
"31.12.2014","606,90","607,00","608,40","605,90","-0,08%"
"30.12.2014","607,38","608,27","608,64","604,20","-0,17%"
"29.12.2014","608,43","607,00","608,87","605,50","0,11%"
"26.12.2014","607,75","608,20","610,05","606,55","-0,12%"
"25.12.2014","608,50","608,25","609,00","608,20","0,00%"
"24.12.2014","608,50","609,95","610,50","607,11","-0,25%"
"23.12.2014","610,02","608,35","610,02","606,50","0,23%"
"22.12.2014","608,60","610,80","611,30","607,25","-0,47%"
"19.12.2014","611,50","613,99","614,92","608,70","-0,50%"
"18.12.2014","614,60","616,20","616,50","612,20","-0,31%"
"17.12.2014","616,50","620,33","623,30","614,96","-0,70%"
"16.12.2014","620,82","619,08","623,12","618,05","0,27%"
"15.12.2014","619,14","618,37","620,07","616,68","0,16%"
"12.12.2014","618,15","617,02","619,90","615,10","0,14%"
"11.12.2014","617,30","615,60","618,41","614,10","0,23%"
"10.12.2014","615,88","614,11","616,66","613,55","0,27%"
"09.12.2014","614,25","611,10","615,44","611,10","0,45%"
"08.12.2014","611,50","612,30","612,70","610,00","-0,14%"
"05.12.2014","612,38","609,42","613,48","607,95","0,40%"
"04.12.2014","609,92","609,04","614,35","607,80","0,06%"
"03.12.2014","609,54","614,02","616,70","608,19","-0,81%"
"02.12.2014","614,52","611,93","617,60","611,93","0,34%"
"01.12.2014","612,43","607,94","614,83","607,94","0,68%"
"28.11.2014","608,32","600,71","608,88","600,71","1,20%"
"27.11.2014","601,09","598,76","601,58","596,95","0,33%"
"26.11.2014","599,13","598,77","601,62","598,05","0,02%"
"25.11.2014","599,01","595,62","599,52","595,00","0,46%"
"24.11.2014","596,24","593,45","596,51","592,80","0,37%"
"21.11.2014","594,03","599,60","600,17","592,30","-0,95%"
"20.11.2014","599,73","600,73","601,83","598,26","-0,21%"
"19.11.2014","601,00","597,16","601,41","597,12","0,61%"
"18.11.2014","597,37","595,85","598,86","594,35","0,25%"
"17.11.2014","595,91","593,20","596,39","593,20","0,33%"
"14.11.2014","593,95","595,24","597,80","593,20","-0,30%"
"13.11.2014","595,74","593,97","596,42","592,65","0,21%"
"12.11.2014","594,47","590,55","594,90","590,10","0,66%"
"11.11.2014","590,60","587,10","591,80","587,10","0,49%"
"10.11.2014","587,73","586,25","588,52","584,50","0,21%"
"07.11.2014","586,50","592,08","592,70","586,25","-0,98%"
"06.11.2014","592,29","589,15","592,65","588,55","0,48%"
"05.11.2014","589,45","585,25","590,30","585,25","0,67%"
"04.11.2014","585,52","582,35","588,19","582,05","0,50%"
"03.11.2014","582,60","574,82","583,08","574,82","1,25%"
"31.10.2014","575,42","576,70","579,80","574,56","-0,28%"
"30.10.2014","577,03","577,70","578,62","573,95","-0,16%"
"29.10.2014","577,95","578,65","579,03","574,55","-0,16%"
"28.10.2014","578,90","584,92","585,22","577,90","-1,09%"
"27.10.2014","585,26","584,25","586,67","583,62","0,16%"
"24.10.2014","584,30","583,90","585,13","582,70","0,01%"
"23.10.2014","584,25","585,12","585,83","582,85","-0,25%"
"22.10.2014","585,73","582,71","586,31","581,90","0,41%"
"21.10.2014","583,36","585,65","586,29","582,16","-0,41%"
"20.10.2014","585,75","586,10","587,85","584,60","-0,14%"
"17.10.2014","586,60","588,50","589,25","585,05","-0,41%"
"16.10.2014","589,00","588,60","594,36","588,10","0,03%"
"15.10.2014","588,85","588,40","590,25","585,34","-0,05%"
"14.10.2014","589,15","588,75","590,65","586,85","0,05%"
"13.10.2014","588,88","593,58","593,71","587,00","-0,80%"
"10.10.2014","593,65","592,35","596,05","591,25","0,21%"
"09.10.2014","592,42","592,90","593,83","589,80","-0,09%"
"08.10.2014","592,97","595,45","596,73","592,00","-0,50%"
"07.10.2014","595,95","598,30","600,00","594,77","-0,43%"
"06.10.2014","598,50","596,55","598,98","593,96","0,24%"
"03.10.2014","597,05","595,63","600,90","595,25","0,23%"
"02.10.2014","595,70","597,49","598,07","594,03","-0,31%"
"01.10.2014","597,56","597,80","598,71","595,13","-0,10%"
"30.09.2014","598,15","601,22","603,60","596,50","-0,59%"
"29.09.2014","601,72","598,85","603,60","598,43","0,47%"
"26.09.2014","598,92","598,37","601,28","597,45","0,01%"
"25.09.2014","598,87","597,05","600,72","597,05","0,29%"
"24.09.2014","597,13","599,26","600,58","596,15","-0,37%"
"23.09.2014","599,33","600,86","602,29","597,70","-0,34%"
"22.09.2014","601,36","596,00","602,08","595,85","0,87%"
"19.09.2014","596,15","596,80","597,70","595,80","-0,21%"
"18.09.2014","597,40","596,95","604,57","595,80","-0,05%"
"17.09.2014","597,67","591,84","598,97","591,55","0,90%"
"16.09.2014","592,34","594,70","595,68","589,47","-0,48%"
"15.09.2014","595,21","593,72","596,87","592,88","0,23%"
"12.09.2014","593,87","589,06","594,15","584,66","0,73%"
"11.09.2014","589,54","589,47","593,21","588,10","-0,07%"
"10.09.2014","589,97","590,91","593,78","587,73","-0,24%"
"09.09.2014","591,41","586,52","594,17","586,10","0,75%"
"08.09.2014","587,02","586,34","588,35","582,82","0,03%"
"05.09.2014","586,84","592,90","594,85","581,90","-1,11%"
"04.09.2014","593,40","588,93","594,88","585,30","0,73%"
"03.09.2014","589,08","588,85","591,23","584,00","-0,05%"
"02.09.2014","589,35","590,95","595,10","586,40","-0,31%"
"01.09.2014","591,20","586,26","592,15","585,95","0,76%"
"29.08.2014","586,76","594,60","596,50","585,40","-1,37%"
"28.08.2014","594,94","589,35","595,05","589,00","0,90%"
"27.08.2014","589,65","585,62","590,80","584,67","0,60%"
"26.08.2014","586,12","582,45","587,95","580,71","0,54%"
"25.08.2014","582,95","583,04","584,30","581,62","-0,10%"
"22.08.2014","583,54","582,19","585,05","580,13","0,15%"
"21.08.2014","582,69","582,75","584,48","581,15","-0,13%"
"20.08.2014","583,44","580,74","586,08","580,50","0,38%"
"19.08.2014","581,24","576,67","581,90","575,57","0,76%"
"18.08.2014","576,87","576,75","577,82","573,76","-0,07%"
"15.08.2014","577,25","577,48","578,96","574,35","-0,13%"
"14.08.2014","577,98","576,17","579,00","574,90","0,29%"
"13.08.2014","576,28","575,49","577,25","574,41","0,05%"
"12.08.2014","575,99","574,45","577,36","573,75","0,24%"
"11.08.2014","574,60","574,75","576,15","572,50","-0,16%"
"08.08.2014","575,50","577,23","577,98","574,23","-0,31%"
"07.08.2014","577,31","576,35","578,33","574,46","0,13%"
"06.08.2014","576,56","576,60","579,19","576,10","-0,08%"
"05.08.2014","577,05","571,58","578,32","571,50","0,92%"
"04.08.2014","571,81","572,78","573,53","570,45","-0,21%"
"01.08.2014","573,03","571,78","574,70","569,26","0,17%"
"31.07.2014","572,06","571,59","575,28","570,60","0,04%"
"30.07.2014","571,82","565,55","572,81","565,00","0,97%"
"29.07.2014","566,30","563,40","567,60","563,25","0,45%"
"28.07.2014","563,79","563,18","564,24","562,20","0,08%"
"25.07.2014","563,34","563,05","565,15","562,60","-0,04%"
"24.07.2014","563,55","562,83","564,95","560,78","0,10%"
"23.07.2014","562,98","564,88","565,52","562,43","-0,36%"
"22.07.2014","565,03","564,55","565,43","561,45","0,02%"
"21.07.2014","564,90","566,35","567,45","563,75","-0,39%"
"18.07.2014","567,10","564,70","568,89","563,68","0,40%"
"17.07.2014","564,83","559,60","565,12","558,30","0,87%"
"16.07.2014","559,94","556,77","560,48","555,93","0,61%"
"15.07.2014","556,53","553,50","558,62","552,57","0,53%"
"14.07.2014","553,58","553,80","554,70","552,70","-0,13%"
"11.07.2014","554,28","552,41","555,18","552,27","0,25%"
"10.07.2014","552,91","552,63","555,19","551,94","0,01%"
"09.07.2014","552,83","553,10","555,10","551,86","-0,08%"
"08.07.2014","553,25","549,77","554,23","548,67","0,54%"
"07.07.2014","550,27","549,00","551,70","548,46","0,19%"
"04.07.2014","549,25","548,14","549,95","547,50","0,07%"
"03.07.2014","548,89","551,75","554,55","547,85","-0,55%"
"02.07.2014","551,90","551,90","553,78","550,60","-0,05%"
"01.07.2014","552,18","552,30","553,46","549,95","-0,05%"
"30.06.2014","552,45","550,90","553,90","550,70","0,17%"
"27.06.2014","551,50","548,80","552,58","548,13","0,35%"
"26.06.2014","549,55","549,92","551,71","548,73","-0,16%"
"25.06.2014","550,42","551,88","552,63","548,82","-0,35%"
"24.06.2014","552,38","552,28","553,02","548,80","-0,00%"
"23.06.2014","552,39","555,65","556,75","551,44","-0,61%"
"20.06.2014","555,77","556,77","559,17","554,79","-0,27%"
"19.06.2014","557,27","556,65","558,05","555,20","0,09%"
"18.06.2014","556,76","559,58","560,60","555,82","-0,55%"
"17.06.2014","559,83","555,05","560,70","553,67","0,84%"
"16.06.2014","555,17","555,89","558,60","554,60","-0,26%"
"13.06.2014","556,64","553,47","557,60","552,40","0,44%"
"12.06.2014","554,22","554,70","555,82","551,20","-0,18%"
"11.06.2014","555,20","553,49","555,98","553,00","0,22%"
"10.06.2014","553,99","549,65","555,03","549,65","0,74%"
"09.06.2014","549,90","549,03","551,50","548,14","0,07%"
"06.06.2014","549,53","550,66","553,20","547,64","-0,30%"
"05.06.2014","551,16","552,09","553,34","549,38","-0,26%"
"04.06.2014","552,59","549,76","554,45","548,64","0,47%"
"03.06.2014","550,01","550,85","552,27","548,98","-0,24%"
"02.06.2014","551,35","549,28","552,93","547,93","0,33%"
"30.05.2014","549,53","548,95","552,52","548,55","0,01%"
"29.05.2014","549,45","550,45","551,36","546,85","-0,27%"
"28.05.2014","550,95","555,15","556,65","550,25","-0,78%"
"27.05.2014","555,30","553,82","557,18","553,50","0,18%"
"26.05.2014","554,32","553,51","555,70","551,21","0,06%"
"23.05.2014","554,01","552,38","555,23","551,23","0,20%"
"22.05.2014","552,88","551,98","553,25","548,50","0,14%"
"21.05.2014","552,11","552,08","552,38","550,34","-0,02%"
"20.05.2014","552,21","547,73","553,17","547,25","0,79%"
"19.05.2014","547,86","551,55","552,70","546,70","-0,80%"
"16.05.2014","552,30","552,74","554,42","548,50","-0,10%"
"15.05.2014","552,87","551,55","554,96","550,68","0,22%"
"14.05.2014","551,67","548,29","552,38","547,37","0,52%"
"13.05.2014","548,79","551,18","551,80","547,85","-0,48%"
"12.05.2014","551,43","553,75","554,80","549,70","-0,46%"
"09.05.2014","554,00","555,88","557,31","553,30","-0,36%"
"08.05.2014","556,00","564,23","565,34","552,60","-1,55%"
"07.05.2014","564,75","566,25","569,45","563,50","-0,40%"
"06.05.2014","567,00","567,52","568,45","564,45","-0,18%"
"05.05.2014","568,03","562,55","569,39","562,55","0,91%"
"02.05.2014","562,88","564,80","566,83","559,24","-0,38%"
"01.05.2014","565,00","564,00","565,00","563,45","0,14%"
"30.04.2014","564,20","562,25","566,25","560,60","0,30%"
"29.04.2014","562,50","559,27","562,71","558,17","0,58%"
"28.04.2014","559,28","560,30","561,42","558,40","-0,24%"
"25.04.2014","560,60","559,53","561,60","559,17","0,12%"
"24.04.2014","559,95","562,55","562,83","558,54","-0,36%"
"23.04.2014","562,00","562,72","566,40","561,22","-0,18%"
"22.04.2014","563,00","557,22","563,15","556,85","0,99%"
"21.04.2014","557,50","557,22","558,43","554,22","0,09%"
"18.04.2014","557,00","557,22","557,42","556,80","-0,02%"
"17.04.2014","557,10","555,72","559,00","554,72","0,17%"
"16.04.2014","556,17","555,82","557,94","553,16","0,01%"
"15.04.2014","556,13","549,80","557,12","549,32","1,12%"
"14.04.2014","549,95","548,45","551,22","547,13","0,21%"
"11.04.2014","548,80","545,21","550,71","544,10","0,61%"
"10.04.2014","545,49","546,72","547,00","542,93","-0,28%"
"09.04.2014","547,00","545,72","550,68","544,93","0,18%"
"08.04.2014","546,00","551,25","551,98","544,62","-0,99%"
"07.04.2014","551,47","555,35","556,51","549,92","-0,68%"
"04.04.2014","555,25","556,10","558,37","552,47","-0,20%"
"03.04.2014","556,38","553,82","557,57","553,00","0,55%"
"02.04.2014","553,33","552,17","555,23","550,77","0,13%"
"01.04.2014","552,63","548,22","553,10","547,63","0,75%"
"31.03.2014","548,50","549,60","553,72","547,72","-0,34%"
"28.03.2014","550,36","552,52","552,84","548,03","-0,47%"
"27.03.2014","552,95","554,15","554,45","549,22","-0,23%"
"26.03.2014","554,25","558,90","559,80","552,42","-0,87%"
