"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"26.09.2017","635,12","630,71","636,86","630,50","0,91%"
"25.09.2017","629,37","625,60","630,39","625,60","0,62%"
"22.09.2017","625,50","624,70","626,10","622,42","0,14%"
"21.09.2017","624,65","622,05","626,03","622,05","0,41%"
"20.09.2017","622,07","625,47","625,47","620,02","-0,54%"
"19.09.2017","625,45","624,65","626,65","624,65","0,04%"
"18.09.2017","625,17","625,47","626,17","625,17","0,07%"
"15.09.2017","624,75","623,05","627,35","623,05","0,09%"
"14.09.2017","624,17","627,39","630,37","623,70","-0,36%"
"13.09.2017","626,45","622,80","628,64","622,54","0,64%"
"12.09.2017","622,46","622,75","626,78","622,13","-0,07%"
"11.09.2017","622,88","619,58","623,88","617,92","0,44%"
"08.09.2017","620,13","613,99","622,00","613,00","0,98%"
"07.09.2017","614,09","616,68","618,36","613,59","-0,68%"
"06.09.2017","618,30","623,58","623,58","617,98","-0,82%"
"05.09.2017","623,43","625,07","625,07","620,61","-0,19%"
"04.09.2017","624,62","625,39","626,49","623,55","-0,14%"
"01.09.2017","625,51","625,89","626,54","622,45","0,05%"
"31.08.2017","625,20","632,15","633,30","624,90","-1,01%"
"30.08.2017","631,57","626,00","633,00","625,62","0,93%"
"29.08.2017","625,75","625,57","629,52","622,78","-0,41%"
"28.08.2017","628,31","634,28","634,28","627,30","-0,99%"
"25.08.2017","634,61","638,09","638,99","634,37","-0,56%"
"24.08.2017","638,19","640,43","640,53","637,79","-0,39%"
"23.08.2017","640,66","642,38","642,73","640,66","-0,01%"
"22.08.2017","640,73","642,45","643,29","640,73","-0,33%"
"21.08.2017","642,86","646,77","646,77","641,32","-0,55%"
"18.08.2017","646,43","646,63","648,03","645,10","-0,04%"
"17.08.2017","646,72","643,90","646,93","643,90","0,25%"
"16.08.2017","645,11","647,78","647,78","643,63","-0,56%"
"15.08.2017","648,75","648,50","650,17","648,17","0,00%"
"14.08.2017","648,75","646,58","649,50","646,07","0,38%"
"11.08.2017","646,27","648,70","649,11","645,95","-0,36%"
"10.08.2017","648,61","648,09","648,81","645,70","0,06%"
"09.08.2017","648,25","648,92","651,67","647,63","-0,09%"
"08.08.2017","648,83","651,68","651,68","648,15","-0,44%"
"07.08.2017","651,69","651,20","652,20","650,15","0,14%"
"04.08.2017","650,75","647,05","650,95","646,32","0,30%"
"03.08.2017","648,83","651,12","651,98","648,50","-0,38%"
"02.08.2017","651,31","653,66","655,76","651,22","-0,38%"
"01.08.2017","653,77","649,08","654,02","649,08","0,65%"
"31.07.2017","649,54","652,95","654,61","649,35","-0,63%"
"28.07.2017","653,67","649,36","654,61","647,69","0,65%"
"27.07.2017","649,48","644,32","649,97","643,69","0,83%"
"26.07.2017","644,15","649,80","650,80","644,05","-0,92%"
"25.07.2017","650,10","652,10","652,10","646,50","-0,27%"
"24.07.2017","651,84","651,82","652,53","649,99","0,09%"
"21.07.2017","651,27","651,65","653,20","650,70","-0,19%"
"20.07.2017","652,48","652,73","654,23","650,64","-0,17%"
"19.07.2017","653,60","654,30","655,70","652,80","-0,27%"
"18.07.2017","655,35","658,71","658,90","654,70","-0,75%"
"17.07.2017","660,31","657,83","660,97","654,86","0,41%"
"14.07.2017","657,62","661,08","662,16","656,90","-0,52%"
"13.07.2017","661,07","663,16","663,86","660,20","-0,31%"
"12.07.2017","663,12","666,16","666,16","662,78","-0,51%"
"11.07.2017","666,55","666,21","668,57","665,71","0,01%"
"10.07.2017","666,50","667,10","667,80","665,70","-0,09%"
"07.07.2017","667,12","666,52","668,17","665,12","0,25%"
"06.07.2017","665,45","666,30","668,03","664,85","-0,10%"
"05.07.2017","666,12","663,80","667,07","663,19","0,37%"
"04.07.2017","663,65","662,55","664,36","661,40","0,18%"
"03.07.2017","662,47","663,75","665,18","662,37","-0,36%"
"30.06.2017","664,89","664,57","665,34","663,29","-0,04%"
"29.06.2017","665,15","662,55","665,35","661,80","0,24%"
"28.06.2017","663,54","662,45","664,11","661,04","0,02%"
"27.06.2017","663,42","660,08","663,86","659,77","0,34%"
"26.06.2017","661,16","661,91","661,91","660,05","0,00%"
"23.06.2017","661,16","664,10","664,30","660,22","-0,40%"
"22.06.2017","663,83","665,33","665,48","663,01","-0,24%"
"21.06.2017","665,40","664,05","666,20","662,15","0,24%"
"20.06.2017","663,80","661,67","666,00","660,73","0,32%"
"19.06.2017","661,71","665,43","665,49","660,99","-0,57%"
"16.06.2017","665,50","666,15","666,27","662,68","-0,08%"
"15.06.2017","666,02","661,38","666,62","661,38","0,71%"
"14.06.2017","661,30","661,30","662,40","658,10","-0,02%"
"13.06.2017","661,40","661,65","663,87","660,36","-0,04%"
"12.06.2017","661,66","663,61","663,70","660,66","-0,28%"
"09.06.2017","663,50","665,40","666,30","662,90","-0,26%"
"08.06.2017","665,23","669,33","669,62","665,12","-0,65%"
"07.06.2017","669,55","669,25","670,50","666,61","0,07%"
"06.06.2017","669,05","669,35","670,30","667,90","-0,02%"
"05.06.2017","669,17","670,17","670,27","667,67","-0,16%"
"02.06.2017","670,25","672,52","674,12","669,40","-0,33%"
"01.06.2017","672,50","672,77","674,89","671,64","-0,10%"
"31.05.2017","673,17","674,82","675,32","670,73","-0,26%"
"30.05.2017","674,95","675,20","676,90","674,70","0,04%"
"29.05.2017","674,65","672,30","674,75","672,30","0,33%"
"26.05.2017","672,40","669,05","673,35","666,62","0,51%"
"25.05.2017","669,02","672,00","672,48","668,08","-0,46%"
"24.05.2017","672,12","675,12","677,39","671,00","-0,42%"
"23.05.2017","674,97","670,85","675,85","669,40","0,64%"
"22.05.2017","670,70","669,05","671,35","665,85","0,25%"
"19.05.2017","669,00","672,96","673,30","668,97","-0,51%"
"18.05.2017","672,43","670,35","679,70","669,88","0,21%"
"17.05.2017","671,01","666,05","671,22","665,98","0,66%"
"16.05.2017","666,58","668,93","668,93","665,35","-0,27%"
"15.05.2017","668,41","671,88","672,02","666,66","-0,54%"
"12.05.2017","672,05","672,20","673,95","669,22","-0,02%"
"11.05.2017","672,17","673,08","673,48","668,88","-0,15%"
"10.05.2017","673,15","678,12","678,80","671,70","-0,79%"
"09.05.2017","678,52","678,99","682,20","676,58","-0,04%"
"08.05.2017","678,79","671,55","679,65","671,45","1,11%"
"05.05.2017","671,35","675,30","677,45","671,15","-0,56%"
"04.05.2017","675,13","668,49","676,39","668,49","0,91%"
"03.05.2017","669,04","667,99","671,99","667,74","0,18%"
"02.05.2017","667,85","665,75","669,05","664,96","0,34%"
"01.05.2017","665,62","666,80","667,05","665,27","-0,21%"
"28.04.2017","667,05","663,32","668,42","661,65","0,61%"
"27.04.2017","663,00","665,03","665,25","662,25","-0,27%"
"26.04.2017","664,80","661,98","666,58","661,83","0,43%"
"25.04.2017","661,98","654,84","662,48","654,84","1,03%"
"24.04.2017","655,21","653,52","655,92","648,46","0,29%"
"21.04.2017","653,33","649,35","653,55","648,73","0,51%"
"20.04.2017","650,00","648,10","651,45","647,88","0,22%"
"19.04.2017","648,56","648,56","651,74","648,56","0,00%"
"18.04.2017","648,56","645,39","650,14","645,39","0,47%"
"17.04.2017","645,50","649,65","650,15","645,50","-0,58%"
"14.04.2017","649,25","650,12","650,62","649,10","-0,21%"
"13.04.2017","650,62","653,45","653,45","648,47","-0,34%"
"12.04.2017","652,85","654,75","656,32","651,15","-0,28%"
"11.04.2017","654,67","652,15","656,07","648,85","0,30%"
"10.04.2017","652,73","656,80","657,85","651,10","-0,56%"
"07.04.2017","656,41","656,41","659,43","655,29","0,00%"
"06.04.2017","656,41","658,58","660,09","656,09","-0,24%"
"05.04.2017","658,01","659,57","660,17","656,43","-0,34%"
"04.04.2017","660,24","658,49","663,55","657,85","0,29%"
"03.04.2017","658,33","660,21","661,59","655,84","-0,23%"
"31.03.2017","659,88","663,10","667,62","659,66","-0,49%"
"30.03.2017","663,14","663,16","665,09","660,91","0,00%"
"29.03.2017","663,11","665,77","666,18","661,77","-0,40%"
"28.03.2017","665,76","665,06","668,61","663,11","0,14%"
"27.03.2017","664,83","660,13","665,73","660,13","0,74%"
"24.03.2017","659,96","662,75","664,96","659,51","-0,45%"
"23.03.2017","662,97","661,64","665,23","658,77","0,21%"
"22.03.2017","661,58","659,12","666,05","659,12","0,35%"
"21.03.2017","659,25","659,47","660,20","655,79","-0,13%"
"20.03.2017","660,13","662,55","664,84","659,46","-0,29%"
"17.03.2017","662,07","661,62","663,51","659,60","0,00%"
"16.03.2017","662,04","666,98","666,98","658,71","-0,68%"
"15.03.2017","666,54","669,66","671,14","664,22","-0,43%"
"14.03.2017","669,42","666,50","670,27","666,50","0,43%"
"13.03.2017","666,54","664,22","667,89","662,57","0,40%"
"10.03.2017","663,90","665,72","666,37","661,23","-0,24%"
"09.03.2017","665,50","663,61","667,02","663,42","0,28%"
"08.03.2017","663,63","659,20","664,56","658,99","0,72%"
"07.03.2017","658,91","662,01","662,64","658,79","-0,42%"
"06.03.2017","661,72","657,38","662,38","656,95","0,69%"
"03.03.2017","657,17","655,33","658,25","653,25","0,22%"
"02.03.2017","655,73","651,17","656,76","649,33","0,95%"
"01.03.2017","649,57","650,52","652,72","648,12","-0,10%"
"28.02.2017","650,25","646,33","650,86","646,33","0,58%"
"27.02.2017","646,50","646,65","647,58","643,60","-0,04%"
"24.02.2017","646,75","641,43","647,35","641,05","0,82%"
"23.02.2017","641,52","642,70","643,04","638,75","-0,26%"
"22.02.2017","643,17","641,62","643,53","640,73","0,24%"
"21.02.2017","641,60","641,47","645,17","640,64","0,07%"
"20.02.2017","641,14","644,42","644,42","641,14","-0,46%"
"17.02.2017","644,10","638,90","645,40","638,70","0,79%"
"16.02.2017","639,05","638,89","640,65","636,40","0,01%"
"15.02.2017","639,00","641,73","642,55","637,46","-0,38%"
"14.02.2017","641,42","642,44","645,04","639,09","-0,19%"
"13.02.2017","642,62","640,15","644,58","638,62","0,47%"
"10.02.2017","639,62","645,58","645,83","638,67","-0,95%"
"09.02.2017","645,75","647,45","650,68","643,80","-0,31%"
"08.02.2017","647,76","647,18","649,73","644,16","0,11%"
"07.02.2017","647,07","641,52","649,17","641,37","0,96%"
"06.02.2017","640,89","640,45","641,08","637,03","0,04%"
"03.02.2017","640,62","642,73","645,42","635,98","-0,28%"
"02.02.2017","642,42","646,17","646,17","641,85","-0,58%"
"01.02.2017","646,20","648,52","648,52","645,08","-0,32%"
"31.01.2017","648,28","647,83","649,47","643,63","0,12%"
"30.01.2017","647,50","649,80","651,00","646,20","-0,38%"
"27.01.2017","649,95","651,25","651,94","647,85","-0,16%"
"26.01.2017","650,98","648,15","651,72","644,88","0,33%"
"25.01.2017","648,82","652,84","653,54","647,49","-0,57%"
"24.01.2017","652,56","653,99","655,60","651,46","-0,10%"
"23.01.2017","653,23","656,87","657,12","650,58","-0,46%"
"20.01.2017","656,25","661,95","662,19","655,45","-0,68%"
"19.01.2017","660,75","661,00","662,81","658,29","0,02%"
"18.01.2017","660,65","655,45","660,65","655,45","0,71%"
"17.01.2017","656,01","662,17","662,20","654,83","-0,96%"
"16.01.2017","662,38","660,38","662,98","659,79","0,47%"
"13.01.2017","659,30","661,53","661,75","658,30","-0,36%"
"12.01.2017","661,67","670,48","670,52","660,17","-1,40%"
"11.01.2017","671,08","671,66","674,56","668,60","0,18%"
"10.01.2017","669,88","671,40","672,96","668,83","-0,17%"
"09.01.2017","671,04","667,61","672,30","666,80","0,57%"
"06.01.2017","667,25","662,65","670,01","660,25","0,89%"
"05.01.2017","661,38","670,71","671,27","660,98","-1,48%"
"04.01.2017","671,34","673,90","675,71","670,68","-0,56%"
"03.01.2017","675,13","670,03","675,28","669,34","0,80%"
"02.01.2017","669,79","669,79","670,00","669,11","0,00%"
"30.12.2016","669,79","668,00","671,90","666,00","0,38%"
"29.12.2016","667,27","673,38","673,38","664,08","-0,59%"
"28.12.2016","671,23","673,45","674,58","670,97","-0,35%"
"27.12.2016","673,62","673,27","675,86","670,58","0,28%"
"26.12.2016","671,71","674,10","675,10","671,40","-0,30%"
"23.12.2016","673,70","675,55","677,55","672,00","-0,24%"
"22.12.2016","675,33","674,23","677,04","673,27","0,17%"
"21.12.2016","674,20","676,80","677,15","669,59","-0,28%"
"20.12.2016","676,08","677,66","678,77","674,16","-0,23%"
"19.12.2016","677,66","673,21","678,75","673,08","0,64%"
"16.12.2016","673,38","665,04","675,27","663,08","1,23%"
"15.12.2016","665,23","659,32","667,46","658,75","0,98%"
"14.12.2016","658,75","650,48","658,75","650,48","1,19%"
"13.12.2016","651,00","648,60","652,40","647,99","0,28%"
"12.12.2016","649,20","651,75","652,80","647,20","-0,38%"
"09.12.2016","651,68","654,37","657,62","649,58","-0,47%"
"08.12.2016","654,79","655,33","656,50","654,29","-0,02%"
"07.12.2016","654,91","657,79","659,29","650,34","-0,45%"
"06.12.2016","657,85","664,04","665,25","657,85","-1,11%"
"05.12.2016","665,23","671,23","672,45","663,39","-0,81%"
"02.12.2016","670,65","673,48","675,38","669,47","-0,50%"
"01.12.2016","674,00","675,57","677,28","672,08","-0,30%"
"30.11.2016","676,00","672,71","676,70","671,82","0,40%"
"29.11.2016","673,33","675,95","677,80","672,65","-0,28%"
"28.11.2016","675,22","678,84","679,09","675,12","-0,54%"
"25.11.2016","678,89","677,50","680,38","676,50","0,18%"
"24.11.2016","677,67","677,41","680,20","676,08","0,06%"
"23.11.2016","677,29","677,03","681,92","676,46","0,01%"
"22.11.2016","677,25","676,12","678,57","671,80","0,39%"
"21.11.2016","674,60","680,39","680,39","673,97","-0,56%"
"18.11.2016","678,39","676,87","680,67","676,87","0,25%"
"17.11.2016","676,70","675,08","677,33","672,71","0,24%"
"16.11.2016","675,09","671,81","678,01","668,81","0,48%"
"15.11.2016","671,89","670,79","672,30","666,71","0,16%"
"14.11.2016","670,79","667,50","671,50","665,53","0,52%"
"11.11.2016","667,35","659,90","670,05","656,05","1,12%"
"10.11.2016","659,94","649,24","661,89","644,79","1,61%"
"09.11.2016","649,47","647,41","654,82","647,41","0,31%"
"08.11.2016","647,46","653,29","655,07","646,50","-0,89%"
"07.11.2016","653,27","656,12","657,03","651,88","-0,44%"
"04.11.2016","656,15","651,75","658,18","651,55","0,68%"
"03.11.2016","651,70","649,50","652,99","647,90","0,31%"
"02.11.2016","649,71","651,15","656,19","649,71","-0,18%"
"01.11.2016","650,89","652,86","653,52","650,25","-0,25%"
"31.10.2016","652,50","653,88","654,25","652,39","-0,23%"
"28.10.2016","654,03","650,84","654,53","648,49","0,51%"
"27.10.2016","650,70","654,30","655,42","649,61","-0,51%"
"26.10.2016","654,03","653,24","655,38","651,23","0,13%"
"25.10.2016","653,20","658,79","659,51","651,30","-0,87%"
"24.10.2016","658,90","666,82","667,07","656,91","-1,17%"
"21.10.2016","666,70","666,97","669,20","665,73","-0,01%"
"20.10.2016","666,79","665,29","668,30","665,00","0,23%"
"19.10.2016","665,29","668,30","670,00","664,89","-0,43%"
"18.10.2016","668,14","670,33","670,64","667,23","-0,32%"
"17.10.2016","670,29","670,60","671,83","669,70","-0,06%"
"14.10.2016","670,67","669,84","672,10","669,54","0,12%"
"13.10.2016","669,89","666,20","673,02","666,20","0,55%"
"12.10.2016","666,20","667,29","668,46","665,71","-0,16%"
"11.10.2016","667,29","669,86","671,11","666,21","-0,33%"
"10.10.2016","669,50","669,74","669,74","669,13","0,00%"
"07.10.2016","669,50","666,50","671,05","665,10","0,46%"
"06.10.2016","666,42","663,17","668,08","663,16","0,42%"
"05.10.2016","663,60","663,99","666,45","663,19","-0,06%"
"04.10.2016","664,00","660,29","664,95","660,10","0,56%"
"03.10.2016","660,29","658,05","661,05","654,80","0,41%"
"30.09.2016","657,62","659,48","661,27","655,88","-0,33%"
"29.09.2016","659,79","659,10","661,86","657,11","0,10%"
"28.09.2016","659,10","661,71","664,21","658,71","-0,51%"
"27.09.2016","662,51","663,23","664,85","659,23","0,02%"
"26.09.2016","662,40","660,99","664,27","660,40","0,27%"
"23.09.2016","660,62","659,48","662,38","656,47","0,17%"
"22.09.2016","659,50","662,70","662,71","654,11","-0,48%"
"21.09.2016","662,70","671,20","671,75","662,50","-1,27%"
"20.09.2016","671,20","675,80","676,20","670,61","-0,61%"
"19.09.2016","675,34","675,07","676,92","674,31","0,06%"
"16.09.2016","674,96","672,41","677,68","672,00","0,46%"
"15.09.2016","671,89","675,00","675,65","668,88","-0,44%"
"14.09.2016","674,89","676,80","677,74","673,00","-0,28%"
"13.09.2016","676,79","667,50","679,25","667,50","1,33%"
"12.09.2016","667,89","672,15","679,58","667,61","-0,57%"
"09.09.2016","671,73","664,88","672,66","664,00","0,94%"
"08.09.2016","665,50","662,21","665,61","658,10","0,42%"
"07.09.2016","662,70","662,20","665,00","659,10","0,00%"
"06.09.2016","662,70","673,85","674,35","662,05","-1,64%"
"05.09.2016","673,77","672,17","675,39","669,90","0,32%"
"02.09.2016","671,63","680,18","681,10","670,43","-1,32%"
"01.09.2016","680,60","680,59","682,71","678,40","0,00%"
"31.08.2016","680,60","674,90","682,05","673,40","0,88%"
"30.08.2016","674,67","671,27","675,48","668,38","0,43%"
"29.08.2016","671,79","672,40","674,15","669,80","-0,09%"
"26.08.2016","672,39","662,90","672,40","660,21","1,45%"
"25.08.2016","662,79","669,85","671,75","662,79","-1,09%"
"24.08.2016","670,08","672,93","674,74","669,09","-0,40%"
"23.08.2016","672,79","668,70","672,90","665,37","0,61%"
"22.08.2016","668,70","662,50","670,46","660,62","0,94%"
"19.08.2016","662,50","658,10","662,90","656,11","0,67%"
"18.08.2016","658,10","656,80","659,05","653,80","0,03%"
"17.08.2016","657,91","651,97","659,66","650,07","0,92%"
"16.08.2016","651,89","649,36","652,75","643,36","0,37%"
"15.08.2016","649,46","651,30","651,35","647,93","-0,27%"
"12.08.2016","651,20","642,90","652,57","642,30","1,31%"
"11.08.2016","642,77","649,14","652,60","642,14","-0,96%"
"10.08.2016","649,00","652,70","653,40","646,85","-0,57%"
"09.08.2016","652,70","654,90","656,85","650,90","-0,34%"
"08.08.2016","654,90","655,99","656,95","652,80","-0,17%"
"05.08.2016","656,00","654,90","658,60","654,00","0,09%"
"04.08.2016","655,40","656,40","660,40","654,04","-0,21%"
"03.08.2016","656,80","654,91","659,18","653,35","0,20%"
"02.08.2016","655,50","657,20","659,30","652,73","-0,48%"
"01.08.2016","658,67","654,84","659,33","654,20","0,49%"
"29.07.2016","655,44","663,10","665,38","651,12","-1,22%"
"28.07.2016","663,52","664,30","666,56","661,08","-0,24%"
"27.07.2016","665,10","661,30","668,90","659,60","0,51%"
"26.07.2016","661,70","658,90","663,05","658,80","0,36%"
"25.07.2016","659,30","650,40","660,25","649,75","1,32%"
"22.07.2016","650,70","650,40","652,95","647,90","0,01%"
"21.07.2016","650,65","651,80","652,83","647,83","-0,22%"
"20.07.2016","652,06","652,10","654,83","649,40","-0,05%"
"19.07.2016","652,40","647,90","653,62","645,91","0,61%"
"18.07.2016","648,42","654,60","655,83","647,05","-1,02%"
"15.07.2016","655,10","650,20","655,20","646,70","0,68%"
"14.07.2016","650,66","655,10","658,36","647,51","-0,77%"
"13.07.2016","655,70","659,60","661,20","654,90","-0,65%"
"12.07.2016","660,00","660,84","662,15","654,55","-0,22%"
"11.07.2016","661,46","658,94","663,02","655,11","0,30%"
"08.07.2016","659,50","665,10","666,76","657,60","-0,92%"
"07.07.2016","665,60","662,34","667,12","658,65","0,40%"
"06.07.2016","662,95","662,60","667,61","661,30","-0,01%"
"05.07.2016","663,00","656,50","664,13","656,50","0,91%"
"04.07.2016","657,00","660,47","661,49","656,12","-0,57%"
"01.07.2016","660,76","661,40","662,63","655,87","-0,19%"
"30.06.2016","662,00","661,07","664,40","657,01","0,05%"
"29.06.2016","661,69","666,38","667,52","659,04","-0,75%"
"28.06.2016","666,71","680,90","681,70","665,90","-2,28%"
"27.06.2016","682,25","678,61","683,25","678,00","0,45%"
"24.06.2016","679,20","669,10","686,86","667,26","1,46%"
"23.06.2016","669,45","674,20","674,82","667,67","-0,78%"
"22.06.2016","674,70","675,60","676,70","669,60","-0,21%"
"21.06.2016","676,10","678,10","678,99","673,10","-0,37%"
"20.06.2016","678,60","684,00","684,70","677,50","-0,86%"
"17.06.2016","684,50","687,90","689,59","683,20","-0,62%"
"16.06.2016","688,78","685,26","691,93","685,26","0,42%"
"15.06.2016","685,88","688,30","690,08","683,60","-0,42%"
"14.06.2016","688,80","684,04","690,38","684,04","0,61%"
"13.06.2016","684,65","683,65","688,07","683,25","0,14%"
"10.06.2016","683,72","676,90","685,72","675,70","0,69%"
"09.06.2016","679,02","673,50","680,53","673,00","0,77%"
"08.06.2016","673,80","678,90","680,90","670,80","-0,82%"
"07.06.2016","679,40","679,12","683,79","677,01","-0,05%"
"06.06.2016","679,75","683,49","684,67","678,44","-0,37%"
"03.06.2016","682,30","689,30","690,70","681,04","-1,09%"
"02.06.2016","689,80","690,60","694,51","688,00","-0,25%"
"01.06.2016","691,53","692,07","697,16","689,70","-0,14%"
"31.05.2016","692,53","688,20","693,56","685,50","0,27%"
"30.05.2016","690,65","686,89","691,25","686,88","0,36%"
"27.05.2016","688,20","686,90","690,12","684,90","0,13%"
"26.05.2016","687,30","691,50","692,55","685,11","-0,63%"
"25.05.2016","691,66","694,40","695,35","690,25","-0,54%"
"24.05.2016","695,40","694,20","695,77","689,60","0,09%"
"23.05.2016","694,80","692,80","695,39","690,63","0,45%"
"20.05.2016","691,70","693,58","695,85","689,43","-0,37%"
"19.05.2016","694,24","695,50","700,25","693,20","-0,27%"
"18.05.2016","696,13","688,70","698,28","688,40","1,02%"
"17.05.2016","689,10","693,66","698,28","688,30","-0,72%"
"16.05.2016","694,12","689,30","695,28","687,60","0,40%"
"13.05.2016","691,33","684,40","691,42","684,40","0,94%"
"12.05.2016","684,90","680,20","686,85","676,30","0,77%"
"11.05.2016","679,70","678,30","682,44","675,30","0,15%"
"10.05.2016","678,70","677,03","680,70","674,14","0,18%"
"09.05.2016","677,48","664,69","678,72","663,98","2,00%"
"06.05.2016","664,22","667,90","670,78","663,08","-0,55%"
"05.05.2016","667,90","670,90","671,69","665,20","-0,56%"
"04.05.2016","671,69","668,80","672,78","668,40","0,35%"
"03.05.2016","669,33","660,66","670,40","660,60","1,20%"
"02.05.2016","661,39","660,75","663,13","657,70","0,04%"
"29.04.2016","661,10","661,44","662,20","656,32","-0,13%"
"28.04.2016","661,96","664,40","668,12","659,17","-0,44%"
"27.04.2016","664,90","668,80","672,15","664,40","-0,66%"
"26.04.2016","669,30","669,10","672,15","666,33","-0,01%"
"25.04.2016","669,35","668,30","671,20","664,53","0,16%"
"22.04.2016","668,30","665,82","670,83","663,38","0,30%"
"21.04.2016","666,30","658,15","667,05","654,92","1,23%"
"20.04.2016","658,22","659,30","662,44","657,05","-0,25%"
"19.04.2016","659,90","663,50","664,00","654,86","-0,51%"
"18.04.2016","663,27","666,02","669,25","662,30","-0,50%"
"15.04.2016","666,60","663,30","668,46","663,30","0,44%"
"14.04.2016","663,70","669,74","672,33","661,85","-1,00%"
"13.04.2016","670,38","672,60","675,29","668,10","-0,40%"
"12.04.2016","673,04","679,00","680,22","670,88","-0,90%"
"11.04.2016","679,14","683,40","685,19","677,90","-0,65%"
"08.04.2016","683,56","684,90","685,28","680,40","-0,20%"
"07.04.2016","684,90","674,40","686,13","673,30","1,42%"
"06.04.2016","675,30","675,00","679,32","672,62","0,04%"
"05.04.2016","675,00","672,10","676,37","670,80","0,34%"
"04.04.2016","672,70","670,20","672,70","666,50","0,30%"
"01.04.2016","670,70","669,40","674,25","667,60","0,04%"
"31.03.2016","670,40","672,00","673,57","665,50","-0,35%"
"30.03.2016","672,75","680,40","680,48","671,60","-1,27%"
"29.03.2016","681,42","680,84","686,48","678,84","0,01%"
"28.03.2016","681,33","680,45","682,99","677,25","0,08%"
"25.03.2016","680,80","680,16","680,85","680,16","0,03%"
"24.03.2016","680,58","680,80","685,67","679,50","-0,11%"
"23.03.2016","681,35","672,70","682,35","671,00","1,18%"
"22.03.2016","673,42","676,30","680,28","671,60","-0,41%"
"21.03.2016","676,21","675,50","679,99","674,50","-0,01%"
"18.03.2016","676,30","669,20","676,97","667,90","0,96%"
"17.03.2016","669,84","680,65","681,06","667,92","-1,61%"
"16.03.2016","680,83","686,30","690,08","680,25","-0,85%"
"15.03.2016","686,69","682,35","688,18","680,40","0,56%"
"14.03.2016","682,86","682,40","687,38","679,65","-0,00%"
"11.03.2016","682,88","682,35","685,12","679,40","0,01%"
"10.03.2016","682,83","677,30","684,08","673,75","0,74%"
"09.03.2016","677,80","682,90","684,15","675,20","-0,82%"
"08.03.2016","683,40","678,80","684,60","678,40","0,70%"
"07.03.2016","678,65","681,30","684,30","677,70","-0,46%"
"04.03.2016","681,80","685,40","686,25","677,97","-0,61%"
"03.03.2016","685,95","684,30","689,04","683,39","0,17%"
"02.03.2016","684,80","688,80","691,20","684,30","-0,67%"
"01.03.2016","689,40","694,60","698,56","688,20","-1,03%"
"29.02.2016","696,56","692,60","697,53","690,60","0,49%"
"26.02.2016","693,15","690,20","694,75","684,45","0,35%"
"25.02.2016","690,70","692,40","695,30","688,30","-0,31%"
"24.02.2016","692,88","695,40","702,03","691,25","-0,45%"
"23.02.2016","696,02","691,75","697,17","688,17","0,55%"
"22.02.2016","692,23","699,00","699,48","690,15","-1,00%"
"19.02.2016","699,20","702,70","706,80","697,76","-0,48%"
"18.02.2016","702,56","700,25","704,69","696,60","0,27%"
"17.02.2016","700,65","708,32","709,20","698,60","-1,17%"
"16.02.2016","708,95","703,70","710,88","699,92","0,92%"
"15.02.2016","702,50","704,00","706,24","699,20","-0,25%"
"12.02.2016","704,25","711,40","712,75","702,35","-1,17%"
"11.02.2016","712,60","712,50","717,40","709,15","-0,04%"
"10.02.2016","712,88","713,50","714,12","708,80","-0,14%"
"09.02.2016","713,90","713,20","717,40","710,70","0,03%"
"08.02.2016","713,70","705,50","713,92","704,50","1,07%"
"05.02.2016","706,14","696,10","706,24","693,20","1,38%"
"04.02.2016","696,55","704,30","705,50","695,40","-1,15%"
"03.02.2016","704,65","713,80","714,39","703,48","-1,33%"
"02.02.2016","714,16","712,10","715,13","710,40","0,33%"
"01.02.2016","711,78","713,10","717,09","710,00","-0,23%"
"29.01.2016","713,40","710,62","714,55","708,15","0,32%"
"28.01.2016","711,09","715,10","717,16","708,60","-0,63%"
"27.01.2016","715,60","717,60","718,50","713,10","-0,37%"
"26.01.2016","718,25","722,90","723,65","714,90","-0,62%"
"25.01.2016","722,70","714,99","723,92","714,70","0,99%"
"22.01.2016","715,62","725,10","727,06","711,80","-1,38%"
"21.01.2016","725,60","727,50","729,85","723,27","-0,25%"
"20.01.2016","727,40","727,20","731,51","726,40","0,00%"
"19.01.2016","727,40","728,00","730,40","723,20","-0,41%"
"18.01.2016","730,39","730,30","732,50","727,68","-0,07%"
"15.01.2016","730,90","720,80","732,88","720,80","1,33%"
"14.01.2016","721,30","726,90","730,35","720,80","-0,87%"
"13.01.2016","727,60","729,30","730,18","723,40","-0,36%"
"12.01.2016","730,20","731,30","732,80","726,95","-0,23%"
"11.01.2016","731,90","726,90","733,00","725,72","0,62%"
"08.01.2016","727,40","722,80","728,95","719,60","0,56%"
"07.01.2016","723,35","714,59","724,15","713,75","1,15%"
"06.01.2016","715,10","713,10","717,54","712,79","0,21%"
"05.01.2016","713,60","716,60","718,70","712,51","-0,47%"
"04.01.2016","717,00","708,10","718,80","708,10","1,19%"
"01.01.2016","708,60","709,30","709,80","708,10","0,00%"
"31.12.2015","708,60","710,20","711,25","707,21","-0,30%"
"30.12.2015","710,73","706,40","712,55","706,40","0,53%"
"29.12.2015","707,00","707,30","710,55","704,70","-0,13%"
"28.12.2015","707,90","699,80","708,40","699,58","1,11%"
